gene,mean_A,mean_C,log2FC,pvalue,padj,mean_expr,status
yhdT,22.09,13.99,-0.6401,0.03609205323628717,0.49135459878417237,4.2125,Up in A
moaB,411.31,692.51,0.7509,0.036114915484257,0.49135459878417237,9.1096,Up in C
moaE,300.64,570.54,0.9232,0.036212217167600626,0.49135459878417237,8.7685,Up in C
uvrA,1588.16,1442.31,-0.1389,0.03624652119242186,0.49135459878417237,10.5658,NS
gnsB,194.61,267.76,0.4594,0.03642438223505275,0.49219316504244853,7.856,NS
ydgD,283.22,351.98,0.3131,0.03669715407016323,0.4943048403800082,8.3133,NS
yeeT,14.0,20.86,0.5588,0.037165396059799856,0.4990277705118063,4.1644,Up in C
nupC,464.3,390.62,-0.249,0.03733516604649102,0.4993255053574831,8.7413,NS
ftsL,167.99,196.33,0.2242,0.03742293441048306,0.4993255053574831,7.513,NS
yfcO,224.44,265.48,0.2417,0.03787354793989642,0.5021976433457178,7.9393,NS
yaeB,239.52,198.42,-0.271,0.03787990526622962,0.5021976433457178,7.7779,NS
nusG,1092.37,952.98,-0.1968,0.0379932697416864,0.5021976433457178,9.9988,NS
recJ,895.5,787.62,-0.1851,0.03840394781150858,0.5060495359137607,9.7178,NS
tynA,73.99,62.72,-0.2366,0.038690311859815044,0.508244561056332,6.1056,NS
ymdC,170.1,192.27,0.1763,0.03901702826321606,0.5103158771146401,7.5053,NS
lolD,280.32,249.13,-0.1699,0.03922122121858539,0.5103158771146401,8.0511,NS
yfjU,40.2,53.38,0.4047,0.03930159790168091,0.5103158771146401,5.5634,NS
ygdD,104.26,85.21,-0.2896,0.03940827481958454,0.5103158771146401,6.5734,NS
syd,209.13,222.02,0.0861,0.0394493536869201,0.5103158771146401,7.7554,NS
yjgH,29.78,37.56,0.3297,0.03964927443202647,0.5113430742099948,5.0946,NS
yfdS,3.05,5.87,0.8423,0.04007085265339201,0.5152140236616434,2.3098,Up in C
flhE,24.31,32.63,0.4174,0.04045683492213232,0.5175753802605418,4.8564,NS
zipA,1463.94,1667.71,0.188,0.04056167363908997,0.5175753802605418,10.6132,NS
priA,416.19,358.93,-0.2133,0.04062045760706115,0.5175753802605418,8.6001,NS
yfaD,126.23,163.12,0.3686,0.04110246566089306,0.5221489874226624,7.1816,NS
yoaB,717.02,855.62,0.2548,0.041455962663654526,0.5250676106921974,9.6199,NS
proY,475.91,426.81,-0.1569,0.04187041024949362,0.5259743840333966,8.8197,NS
ymfI,236.04,277.51,0.2331,0.04189485586563091,0.5259743840333966,8.0071,NS
gltW,16.15,9.97,-0.6684,0.04197358657450401,0.5259743840333966,3.7614,Up in A
hemB,778.13,685.95,-0.1818,0.042150446334813865,0.5259743840333966,9.5168,NS
dinG,200.04,174.86,-0.1936,0.04225344626185427,0.5259743840333966,7.5542,NS
rpsH,7688.49,5897.28,-0.3826,0.042355188479915505,0.5259743840333966,12.7299,NS
sodC,242.27,291.45,0.2661,0.042395295625600196,0.5259743840333966,8.0627,NS
frsA,596.79,542.67,-0.137,0.042724288179956466,0.5271867739070313,9.1554,NS
thiI,666.8,558.65,-0.2551,0.04274151548998792,0.5271867739070313,9.2603,NS
yjbC,226.0,248.07,0.1342,0.04344706111090683,0.5343358849089208,7.892,NS
sdaC,272.78,195.75,-0.4777,0.04368376659498481,0.5356942822616201,7.8751,NS
csgD,35.91,46.77,0.3767,0.044242537358021916,0.5372015459096512,5.3867,NS
glcB,370.59,329.12,-0.171,0.044267049991419706,0.5372015459096512,8.4527,NS
bcr,455.52,390.18,-0.2231,0.04448213063659981,0.5372015459096512,8.7257,NS
gnsA,73.88,109.16,0.5602,0.04458432907228126,0.5372015459096512,6.5239,Up in C
plsX,1607.1,1394.58,-0.2046,0.04472975692411996,0.5372015459096512,10.552,NS
hybG,96.18,71.91,-0.4171,0.04486838871580352,0.5372015459096512,6.4016,NS
chaC,458.2,515.89,0.1709,0.04489067468898823,0.5372015459096512,8.9294,NS
parE,856.68,734.08,-0.2227,0.04492559311893743,0.5372015459096512,9.6364,NS
gloB,185.59,209.81,0.1765,0.04497417452029812,0.5372015459096512,7.6308,NS
yjbI,10.79,4.42,-1.1989,0.04507276699124106,0.5372015459096512,3.0192,Up in A
ydhZ,69.94,92.27,0.3972,0.04550136623458432,0.5407907477124405,6.3506,NS
caiB,77.13,64.33,-0.26,0.04617417503903251,0.5444034483432145,6.1545,NS
ynfL,83.45,71.31,-0.2253,0.04630474776368832,0.5444034483432145,6.2831,NS
purH,1570.32,1146.44,-0.4537,0.04631186847452799,0.5444034483432145,10.4082,NS
basR,97.57,107.68,0.1416,0.04631855876782947,0.5444034483432145,6.6882,NS
proS,2644.94,2361.68,-0.1634,0.04645174859321277,0.544460688621552,11.2899,NS
yqjG,237.49,273.25,0.202,0.0470450593671557,0.5478995253581855,7.9993,NS
murI,365.49,309.85,-0.2379,0.04712012355347924,0.5478995253581855,8.4016,NS
smf,257.53,307.99,0.2576,0.04723925192407067,0.5478995253581855,8.146,NS
ivy,779.89,992.4,0.3474,0.04740936693255014,0.5478995253581855,9.7922,NS
sohA,199.08,242.79,0.2857,0.04754199138613892,0.5478995253581855,7.7907,NS
torZ,82.47,101.2,0.2936,0.047558676062793986,0.5478995253581855,6.5288,NS
ycbB,544.05,645.88,0.2473,0.04764905134507906,0.5478995253581855,9.2179,NS
ynfB,392.43,461.32,0.233,0.048175937708109066,0.5516689097526409,8.7394,NS
yafV,202.03,230.84,0.1919,0.04830115502162956,0.5516689097526409,7.7611,NS
rhsD,146.29,184.45,0.3334,0.04847644325954408,0.5516689097526409,7.3739,NS
ybbO,300.49,259.56,-0.2109,0.04849693691674171,0.5516689097526409,8.132,NS
rpsN,10716.61,8157.39,-0.3936,0.04876391599579639,0.5525666950566488,13.2042,NS
hrpA,1398.11,1273.59,-0.1345,0.04895159830692201,0.5525666950566488,10.3841,NS
glnS,1554.06,1348.88,-0.2042,0.04896655134133866,0.5525666950566488,10.5038,NS
moaC,331.73,538.05,0.6969,0.04922578877173384,0.5527220604636803,8.7662,Up in C
lpxD,4319.19,4007.02,-0.1082,0.049240852900134614,0.5527220604636803,12.0236,NS
rmf,11322.12,14560.06,0.3629,0.04951316389419743,0.5533480907636269,13.6597,NS
yfjX,15.8,19.92,0.3255,0.049557453332589735,0.5533480907636269,4.1986,NS
pdxB,872.77,812.62,-0.103,0.05010226720153411,0.5579630439267959,9.7197,NS
mreC,584.29,465.89,-0.3264,0.05027519082551334,0.5584231274153223,9.0378,NS
hha,192.92,229.69,0.2511,0.050844733710224556,0.5632746870299812,7.7266,NS
folP,265.79,229.34,-0.2124,0.0513001004378032,0.566839391035414,7.9546,NS
allC,33.17,47.56,0.5135,0.05175131416379993,0.569089560961527,5.3527,NS
hrpB,494.52,450.52,-0.1343,0.051825419786775476,0.569089560961527,8.8858,NS
yqeA,41.49,51.4,0.3058,0.05190611833422364,0.569089560961527,5.5528,NS
yihX,185.68,215.89,0.2169,0.052249394521911206,0.5698824686012306,7.6531,NS
trg,161.05,226.04,0.4877,0.0524329102558317,0.5698824686012306,7.6003,NS
hyfB,33.64,45.89,0.4425,0.05245540147662491,0.5698824686012306,5.3315,NS
dnaC,215.23,188.27,-0.1926,0.052614476671349976,0.5698824686012306,7.66,NS
gpsA,1416.18,1190.77,-0.25,0.052764049126359576,0.5698824686012306,10.3487,NS
moeA,637.27,547.71,-0.2183,0.05280802829010024,0.5698824686012306,9.2119,NS
cysQ,262.63,304.87,0.2148,0.05296039337382056,0.5698824686012306,8.151,NS
rimM,9453.85,8013.77,-0.2384,0.05305292837555646,0.5698824686012306,13.0925,NS
yrfC,11.01,17.15,0.6169,0.0532999776567013,0.5704466420177134,3.8656,NS
uvrB,1459.53,1340.98,-0.1222,0.05337433817606227,0.5704466420177134,10.452,NS
yjgJ,61.1,69.41,0.1827,0.053730973168609586,0.5728153747598254,6.039,NS
modB,415.16,133.46,-1.6336,0.05535034926282486,0.5886003306319947,8.1023,NS
sgrR,222.22,196.75,-0.1752,0.05586966451734798,0.589644422645626,7.7141,NS
rnhB,234.18,187.42,-0.3206,0.056027447099105905,0.589644422645626,7.7231,NS
paaD,9.58,7.12,-0.4031,0.05616561755917469,0.589644422645626,3.1459,NS
ynfD,84.67,103.08,0.2823,0.056231997464105184,0.589644422645626,6.5603,NS
trpR,246.98,219.82,-0.1677,0.056252635613733684,0.589644422645626,7.8698,NS
rplV,7014.98,5439.63,-0.3669,0.0562880526298375,0.589644422645626,12.6045,NS
pheM,43.08,30.81,-0.4771,0.05642131406884849,0.589644422645626,5.2266,NS
ygaM,583.26,694.78,0.2522,0.056639808386693316,0.590473481534987,9.3208,NS
rho,4160.1,3600.41,-0.2084,0.057195198604405376,0.5945278459302497,11.9221,NS
ylbF,17.93,13.47,-0.3997,0.05730895333148058,0.5945278459302497,4.0179,NS
fimH,131.09,152.35,0.2161,0.05813989404146732,0.60167700101938,7.152,NS
glmM,991.63,885.63,-0.163,0.05833268409487743,0.6022033542933454,9.8752,NS
gph,526.43,480.91,-0.1304,0.058729596819076677,0.6031756025662731,8.9778,NS
dam,391.2,362.78,-0.1087,0.058777485315458844,0.6031756025662731,8.5603,NS
yggL,631.38,796.31,0.3346,0.0588533347778546,0.6031756025662731,9.4805,NS
dsdC,70.44,57.42,-0.2925,0.059188188016705966,0.6051457391683938,6.0096,NS
folD,916.26,801.9,-0.1922,0.059985762982982346,0.6104526395007921,9.7475,NS
yajD,161.72,187.38,0.2118,0.060091259188204044,0.6104526395007921,7.4516,NS
nanE,27.77,23.34,-0.2464,0.06013886479173487,0.6104526395007921,4.7035,NS
yliB,1427.74,1610.73,0.1739,0.060720170993417505,0.6112678693616078,10.5696,NS
yghB,296.58,259.75,-0.1909,0.06072225528744723,0.6112678693616078,8.1224,NS
ymfO,51.03,44.6,-0.1922,0.06076238579548059,0.6112678693616078,5.5945,NS
yacL,130.33,166.52,0.3523,0.06097519912874551,0.6112678693616078,7.2185,NS
bcsC,239.54,265.24,0.1467,0.061214417886067074,0.6112678693616078,7.9824,NS
lnt,432.96,372.57,-0.2165,0.06122011061511295,0.6112678693616078,8.6556,NS
yidL,21.14,30.38,0.5128,0.061417545964850405,0.6112678693616078,4.7147,NS
yciU,415.29,477.61,0.2015,0.06148243339563456,0.6112678693616078,8.804,NS
atpG,6241.68,5145.37,-0.2786,0.06151576248348021,0.6112678693616078,12.4752,NS
fliQ,13.63,20.06,0.5411,0.06167702244357952,0.6114383323086634,4.1165,NS
yrbF,578.45,616.85,0.0927,0.062005474790656934,0.6121549587467525,9.2244,NS
yigA,375.28,328.74,-0.1907,0.062068496131281285,0.6121549587467525,8.4615,NS
chpS,28.45,34.6,0.2781,0.062297794530960585,0.6121549587467525,5.0011,NS
sdiA,87.39,108.52,0.3108,0.06232640635837782,0.6121549587467525,6.6214,NS
purM,2034.72,1579.76,-0.365,0.06251239293807193,0.612563702624109,10.82,NS
ybjG,225.2,196.77,-0.1942,0.06309920450741228,0.616889227476844,7.7244,NS
ychP,170.75,188.65,0.1434,0.0634613125353103,0.6190031013501646,7.4935,NS
era,1384.81,1219.8,-0.183,0.06366376122896321,0.6195535295745204,10.3474,NS
guaB,6226.38,4465.46,-0.4795,0.06401054143023555,0.6215028084404792,12.3844,NS
rffD,467.6,400.69,-0.2225,0.06429191529226738,0.6225771885909427,8.7637,NS
yedI,147.44,172.33,0.2243,0.0644372272274956,0.6225771885909427,7.3254,NS
ypjF,10.45,7.95,-0.3744,0.06456138651426226,0.6225771885909427,3.2784,NS
potA,603.05,473.15,-0.3496,0.06515466391899573,0.6236597002452795,9.0731,NS
frr,1895.26,1742.8,-0.121,0.06574715749102221,0.6236597002452795,10.8293,NS
yagK,38.11,45.53,0.2534,0.06592314490493303,0.6236597002452795,5.4033,NS
pyrI,2211.16,1544.86,-0.5172,0.06608883538368354,0.6236597002452795,10.8754,NS
rplW,5911.12,4553.75,-0.3763,0.06612011384518948,0.6236597002452795,12.3534,NS
hemC,871.25,776.46,-0.1661,0.06619381060722052,0.6236597002452795,9.6871,NS
ychA,527.07,476.41,-0.1456,0.06627264610329921,0.6236597002452795,8.9722,NS
yjiQ,55.81,76.59,0.453,0.06639192194999817,0.6236597002452795,6.0597,NS
ydcL,137.29,155.01,0.1745,0.06644648924984224,0.6236597002452795,7.1963,NS
umuC,103.36,92.45,-0.1601,0.06656139266945726,0.6236597002452795,6.6207,NS
moaA,598.87,867.4,0.5341,0.06661037017809686,0.6236597002452795,9.5189,NS
gabD,278.2,210.42,-0.402,0.06661104571647791,0.6236597002452795,7.9355,NS
yhcM,271.87,302.95,0.1559,0.06661253752372345,0.6236597002452795,8.1695,NS
ygfX,298.24,259.8,-0.1987,0.06725766894086545,0.6236597002452795,8.1268,NS
macA,175.26,198.02,0.1757,0.0673461881219805,0.6236597002452795,7.548,NS
metI,1981.02,1518.5,-0.3835,0.0673613464969725,0.6236597002452795,10.7734,NS
rpsM,8335.12,7127.11,-0.2259,0.06738898658020578,0.6236597002452795,12.9166,NS
nac,34.95,49.98,0.5099,0.06739932957528255,0.6236597002452795,5.4252,NS
ilvH,298.85,383.85,0.3606,0.06746636870435618,0.6236597002452795,8.4172,NS
guaA,4989.37,3552.34,-0.49,0.0677046915222655,0.6242579740498329,12.0605,NS
bfr,705.14,937.68,0.4109,0.06782534198373154,0.6242579740498329,9.6828,NS
rpsJ,6184.24,4893.41,-0.3377,0.06836665365877609,0.627878163364041,12.4355,NS
hslU,2665.19,2342.3,-0.1863,0.06885887807375483,0.6293735841815559,11.2902,NS
panB,1610.8,1320.19,-0.2869,0.06890866287280956,0.6293735841815559,10.5177,NS
bolA,410.84,565.92,0.4615,0.06900822843477325,0.6293735841815559,8.9333,NS
yhdX,32.4,41.68,0.3582,0.06912281174372026,0.6293735841815559,5.2304,NS
yihU,14.25,8.35,-0.7369,0.07017062786281952,0.6370322292888866,3.5609,NS
purL,7180.33,5891.02,-0.2855,0.07026421949262289,0.6370322292888866,12.6742,NS
gyrB,1995.96,1746.92,-0.1922,0.07152329911390201,0.6452658954305207,10.8703,NS
rimK,199.63,170.99,-0.2227,0.0717065559676986,0.6452658954305207,7.5377,NS
rffE,479.78,416.24,-0.2047,0.07174367996150234,0.6452658954305207,8.809,NS
bioD,149.67,173.86,0.2155,0.07178069824256558,0.6452658954305207,7.3422,NS
hyfH,18.7,23.8,0.3402,0.07196926606006716,0.6455932259891437,4.443,NS
ybiN,339.44,287.19,-0.2407,0.07224505258573002,0.6466999116482121,8.2938,NS
thiP,219.5,163.32,-0.4254,0.0729049771155773,0.6489804873164292,7.5843,NS
add,131.26,116.2,-0.1751,0.07307680051216424,0.6489804873164292,6.9568,NS
ydhL,35.84,47.88,0.4127,0.07313142948668508,0.6489804873164292,5.4047,NS
alkB,51.94,42.75,-0.2778,0.07331360019589878,0.6489804873164292,5.5803,NS
nlpB,2470.12,2338.27,-0.0791,0.07333225502335558,0.6489804873164292,11.2316,NS
yebS,119.53,154.24,0.3664,0.0734175427555706,0.6489804873164292,7.1021,NS
ydiZ,363.31,412.18,0.1818,0.07421428295020209,0.6546594647769386,8.6008,NS
kptA,40.1,51.35,0.3528,0.0747596732648109,0.6577011238926442,5.5305,NS
yjeN,17.81,12.03,-0.548,0.07486911214710044,0.6577011238926442,3.9468,NS
ygfT,30.8,40.42,0.3864,0.07522748035933885,0.6589964872218126,5.1744,NS
speB,372.58,329.31,-0.1778,0.07532719686603326,0.6589964872218126,8.4572,NS
csrA,1483.85,1659.48,0.1613,0.07597736520787632,0.660353228872215,10.6185,NS
yigP,448.72,392.14,-0.1942,0.0759823732997462,0.660353228872215,8.7174,NS
mraY,348.25,311.05,-0.1627,0.07601430400805947,0.660353228872215,8.367,NS
emrA,243.59,214.45,-0.1835,0.0761094202808147,0.660353228872215,7.8425,NS
yegK,7.76,11.68,0.56,0.07629139872620286,0.660353228872215,3.3528,NS
yccX,103.34,125.95,0.2842,0.07641608187043544,0.660353228872215,6.8473,NS
yfcS,12.19,8.13,-0.5565,0.07657361205524509,0.6603695852650506,3.4139,NS
paaC,9.13,7.19,-0.324,0.07676378831096314,0.6606668434146382,3.1143,NS
valW,7.44,4.9,-0.5564,0.07724212231980561,0.6634379048642413,2.7383,NS
lacA,14.25,18.25,0.3463,0.07780144301553021,0.6668919650805953,4.0658,NS
panF,118.98,106.16,-0.1636,0.07829737961188746,0.6689102710237036,6.8211,NS
lysZ,280.51,228.76,-0.2936,0.07844479030968783,0.6689102710237036,7.9951,NS
yjcP,14.2,18.8,0.3927,0.07850985504826877,0.6689102710237036,4.0872,NS
napG,33.87,55.18,0.6959,0.07922896980228544,0.671373306871218,5.4928,NS
ygbA,18.11,22.67,0.3162,0.07922988671643104,0.671373306871218,4.385,NS
yfjM,15.84,20.57,0.3663,0.07927363345333024,0.671373306871218,4.2253,NS
thrL,566.46,751.36,0.4072,0.07970789122689592,0.6737063395930665,9.365,NS
ycgI,7.16,9.75,0.4199,0.07987884902618092,0.6738090584852597,3.1634,NS
cobU,56.82,70.11,0.3008,0.08032205982824847,0.6757702890598407,5.9993,NS
mutS,474.91,420.0,-0.1771,0.08042988356710337,0.6757702890598407,8.8072,NS
dapF,667.43,618.2,-0.1105,0.08079571144454172,0.6775023787731037,9.3294,NS
ybeA,350.36,286.31,-0.2908,0.08104996538339267,0.6782938917588464,8.3167,NS
pheT,5141.03,4451.6,-0.2077,0.08134447886684465,0.6794185508504368,12.2279,NS
dgkA,156.71,141.63,-0.1455,0.08301295543635107,0.6860161002648094,7.2256,NS
ycfZ,15.89,23.89,0.5738,0.08304723381146042,0.6860161002648094,4.3499,NS
proV,1039.52,700.58,-0.569,0.0830484351632756,0.6860161002648094,9.7658,NS
rpsI,4260.82,3298.28,-0.3694,0.08305646799865399,0.6860161002648094,11.8842,NS
ligA,880.84,783.09,-0.1696,0.0830886264890171,0.6860161002648094,9.7012,NS
rstA,263.92,304.03,0.2037,0.08310447219799955,0.6860161002648094,8.1522,NS
rpsP,2874.35,2491.18,-0.2064,0.08402631466351888,0.6910770225371565,11.3898,NS
yhcH,61.41,69.46,0.1763,0.08404330512118142,0.6910770225371565,6.043,NS
yfiH,312.5,271.14,-0.2045,0.08429900004849228,0.6918387953689609,8.1914,NS
rplN,8310.65,7019.43,-0.2436,0.08461222448392848,0.6922469911522849,12.9042,NS
fliP,48.16,61.36,0.3463,0.08471603223605086,0.6922469911522849,5.7882,NS
pnp,5859.49,4792.87,-0.2899,0.08503334757911303,0.6922469911522849,12.379,NS
htpG,3334.81,2833.29,-0.2351,0.08543514932584874,0.6922469911522849,11.5908,NS
pspC,317.2,255.47,-0.3117,0.08544965387827014,0.6922469911522849,8.1641,NS
yfbO,12.46,16.41,0.3836,0.0854658721446516,0.6922469911522849,3.9009,NS
mcrC,41.01,32.56,-0.3284,0.08549079032849335,0.6922469911522849,5.2206,NS
rpsD,13316.64,11458.04,-0.2169,0.08595544181335714,0.6931506160502848,13.5966,NS
yhfL,2.9,4.56,0.5746,0.08596785715746637,0.6931506160502848,2.0799,NS
gpp,808.19,742.39,-0.1224,0.08609247576207875,0.6931506160502848,9.5995,NS
ylbH,16.54,21.58,0.374,0.08628381504418026,0.6933754303645016,4.2897,NS
clpS,481.68,595.43,0.3056,0.0869339253378146,0.6942305153664183,9.0743,NS
tyrP,1224.82,976.32,-0.327,0.08701843629737806,0.6942305153664183,10.1047,NS
yacC,142.55,175.71,0.3007,0.08703817498835416,0.6942305153664183,7.3186,NS
ypjA,190.98,208.94,0.1294,0.08704469341855635,0.6942305153664183,7.6472,NS
trpT,32.48,22.85,-0.4985,0.08757929625058268,0.6971837785951638,4.8158,NS
rtcB,75.18,90.06,0.2589,0.08798643078618562,0.6991131569771265,6.3772,NS
yhhM,85.47,94.61,0.1458,0.08823454912226539,0.6994656593517069,6.5005,NS
ygbI,98.97,111.68,0.1735,0.0883604980939229,0.6994656593517069,6.7256,NS
ygfH,46.42,57.0,0.2934,0.08860830193652212,0.7000731167284334,5.7063,NS
ymgF,16.22,21.27,0.3812,0.08892306443725487,0.7000731167284334,4.2664,NS
yajC,1131.19,1235.44,0.1271,0.08893222010761857,0.7000731167284334,10.2092,NS
leuZ,124.99,85.64,-0.5429,0.08914671324704757,0.7004620450133756,6.7254,NS
yagN,316.7,360.9,0.1882,0.08932929214301807,0.7005992357908053,8.4064,NS
yccK,135.71,122.74,-0.1444,0.08967183246936607,0.7019881645157199,7.0193,NS
aaeA,58.44,69.42,0.2464,0.08991302689409893,0.7025800609791192,6.0096,NS
yjaB,25.39,30.93,0.2799,0.0901883665098763,0.7031595188237799,4.8411,NS
metG,2639.27,2175.1,-0.279,0.09034678457403156,0.7031595188237799,11.2334,NS
ytfR,43.28,32.33,-0.4151,0.09048435005368462,0.7031595188237799,5.2596,NS
osmC,1542.99,1844.22,0.2572,0.0907125654420468,0.7036442690504654,10.7263,NS
ibpB,305.4,257.12,-0.2478,0.0909426593852197,0.7041417952034438,8.1383,NS
dgoR,100.94,116.98,0.2118,0.09142170712213478,0.7057848392826118,6.7742,NS
yeaX,31.15,35.65,0.1921,0.09150285093733758,0.7057848392826118,5.0832,NS
ycbT,38.52,45.0,0.2218,0.0916538879200375,0.7057848392826118,5.4012,NS
glnX,92.71,75.32,-0.2978,0.09228169223544923,0.7067768062937777,6.4011,NS
ygeM,3.84,1.83,-0.8977,0.09233442530576841,0.7067768062937777,1.7378,NS
ryeE,37.24,22.97,-0.6855,0.09247056201263762,0.7067768062937777,4.9356,NS
msrA,366.27,410.93,0.1658,0.09255133434303105,0.7067768062937777,8.604,NS
ykfJ,2.59,5.3,0.9071,0.09261557961332557,0.7067768062937777,2.1516,NS
ybcY,15.98,21.33,0.4057,0.0929352387307635,0.7079429406366778,4.2595,NS
sgrS,21.53,15.79,-0.435,0.0931561437424831,0.7083539747300283,4.26,NS
yfeA,352.43,383.47,0.1216,0.09388763997047364,0.7117036148283966,8.5253,NS
ascG,69.07,80.84,0.2256,0.09402662743207853,0.7117036148283966,6.2376,NS
yjeI,688.34,803.33,0.2227,0.09417521589554535,0.7117036148283966,9.5437,NS
yncJ,13.14,20.39,0.6153,0.09435646622032764,0.7117036148283966,4.1095,NS
rpsQ,3164.77,2772.97,-0.1906,0.09443533706066164,0.7117036148283966,11.5359,NS
rhtB,197.24,222.55,0.1738,0.09469422952460288,0.7122012726747893,7.717,NS
yliA,2047.73,2266.59,0.1465,0.0948372990292035,0.7122012726747893,11.0753,NS
gmr,246.82,291.6,0.2401,0.09500493055242298,0.7122012726747893,8.0752,NS
rpsS,4984.63,3932.63,-0.342,0.09529404204134917,0.713108677921419,12.1225,NS
cpxA,916.32,842.99,-0.1203,0.09554672910474694,0.7137407950553544,9.7816,NS
mfd,2245.8,2060.61,-0.1241,0.09576851991553026,0.7141402987725745,11.0726,NS
nei,129.61,110.46,-0.2296,0.09625206202708307,0.7158814522100427,6.9133,NS
fmt,830.54,749.67,-0.1477,0.0966004499693413,0.7158814522100427,9.6268,NS
yaiO,19.91,25.3,0.3375,0.09706124546985606,0.7158814522100427,4.5301,NS
priB,3175.88,2400.51,-0.4037,0.09710128984429583,0.7158814522100427,11.4454,NS
ybdM,91.94,73.61,-0.3189,0.09736192096633133,0.7158814522100427,6.3798,NS
yghU,454.17,418.92,-0.1164,0.09753068480299097,0.7158814522100427,8.7716,NS
tehB,353.15,321.17,-0.1368,0.09754557524024306,0.7158814522100427,8.3994,NS
yggX,260.17,301.64,0.213,0.09765883919619871,0.7158814522100427,8.1365,NS
yddK,2.71,4.4,0.6105,0.09774611741523906,0.7158814522100427,2.0209,NS
mreB,2711.11,2402.15,-0.1745,0.09784404437755637,0.7158814522100427,11.3203,NS
yjjJ,163.88,181.4,0.1462,0.09785794067448145,0.7158814522100427,7.4358,NS
purU,1849.69,1666.15,-0.1507,0.09803665440467507,0.7159544313924894,10.7801,NS
sokC,6.38,4.58,-0.4374,0.09845085835019267,0.7177439724739991,2.5803,NS
yjhT,71.57,85.14,0.2489,0.09879125926383257,0.7178025481710029,6.3011,NS
uhpB,161.16,141.36,-0.1885,0.09895298951506527,0.7178025481710029,7.2456,NS
ycgL,207.95,236.91,0.1877,0.09896641307566266,0.7178025481710029,7.8004,NS
